Id_KPIKaryawan,Id_karyawan,nama_Karyawan,Department,status_kehadiran_pelatihan,Status_Kerja,EnvironmentSatisfaction,JobSatisfaction,id_cabang,id_tahun
4729,620,Zelig,Sales,HADIR,AKTIF,1,2,5,5
4730,621,My,Research & Development,HADIR,AKTIF,3,1,4,5
4731,622,Michaelina,Sales,TIDAK HADIR,RESIGN,0,0,4,5
4732,623,Lizabeth,Sales,TIDAK HADIR,RESIGN,0,0,5,5
4733,624,Jill,Research & Development,HADIR,AKTIF,5,4,2,5
4734,625,Stacey,Sales,HADIR,AKTIF,4,3,4,5
4735,626,Siouxie,Sales,HADIR,AKTIF,2,2,5,5
4736,627,Arvie,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4737,628,Wynny,Research & Development,HADIR,AKTIF,1,2,1,5
4738,629,Toby,Sales,TIDAK HADIR,RESIGN,0,0,4,5
4739,630,Bronson,Human Resources,TIDAK HADIR,RESIGN,0,0,5,5
4740,631,Duky,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4741,632,Flora,Research & Development,TIDAK HADIR,RESIGN,0,0,3,5
4742,633,Den,Research & Development,HADIR,AKTIF,5,2,2,5
4743,634,Kevon,Human Resources,HADIR,AKTIF,5,3,4,5
4744,635,Reagan,Sales,HADIR,AKTIF,4,4,5,5
4745,636,Berkly,Research & Development,TIDAK HADIR,RESIGN,0,0,1,5
4746,637,Henrieta,Research & Development,TIDAK HADIR,RESIGN,0,0,3,5
4747,638,Nari,Research & Development,TIDAK HADIR,RESIGN,0,0,3,5
4748,639,Leena,Sales,HADIR,AKTIF,2,5,2,5
4749,640,Ellyn,Research & Development,HADIR,AKTIF,1,2,5,5
4750,641,Rora,Research & Development,HADIR,AKTIF,3,2,5,5
4751,642,Marius,Sales,HADIR,AKTIF,2,1,2,5
4752,643,Ronnica,Sales,HADIR,AKTIF,5,2,2,5
4753,644,Arlene,Research & Development,HADIR,AKTIF,2,2,5,5
4754,645,Rockie,Research & Development,TIDAK HADIR,AKTIF,4,5,3,5
4755,646,Myriam,Sales,HADIR,AKTIF,4,1,5,5
4756,647,Millisent,Sales,TIDAK HADIR,AKTIF,1,1,2,5
4757,648,Hussein,Research & Development,HADIR,AKTIF,1,4,3,5
4758,649,Dorotea,Sales,HADIR,AKTIF,3,4,2,5
4759,650,Jane,Research & Development,HADIR,AKTIF,3,1,5,5
4760,651,Ruperta,Research & Development,TIDAK HADIR,RESIGN,0,0,3,5
4761,652,Horst,Sales,HADIR,AKTIF,1,2,2,5
4762,653,Cammy,Sales,HADIR,AKTIF,4,4,4,5
4763,654,Guillermo,Research & Development,TIDAK HADIR,RESIGN,0,0,3,5
4764,655,Butch,Human Resources,TIDAK HADIR,RESIGN,0,0,2,5
4765,656,Doretta,Human Resources,HADIR,AKTIF,5,4,3,5
4766,657,Tod,Research & Development,HADIR,AKTIF,3,2,5,5
4767,658,Myron,Research & Development,HADIR,AKTIF,5,3,2,5
4768,659,Barbara-anne,Research & Development,HADIR,AKTIF,4,5,2,5
4769,660,Antonella,Sales,TIDAK HADIR,RESIGN,0,0,5,5
4770,661,Stace,Research & Development,TIDAK HADIR,RESIGN,0,0,3,5
4771,662,Eward,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4772,663,Saudra,Sales,TIDAK HADIR,RESIGN,0,0,2,5
4773,664,Harry,Research & Development,TIDAK HADIR,RESIGN,0,0,3,5
4774,665,Corny,Research & Development,HADIR,AKTIF,1,2,2,5
4775,666,Guthrey,Sales,TIDAK HADIR,RESIGN,0,0,4,5
4776,667,Ameline,Research & Development,HADIR,AKTIF,3,2,1,5
4777,668,Jean,Research & Development,HADIR,AKTIF,5,3,2,5
4778,669,Gabbi,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4779,670,La verne,Research & Development,TIDAK HADIR,RESIGN,0,0,4,5
4780,671,Ricki,Research & Development,HADIR,AKTIF,5,3,3,5
4781,672,Rahel,Research & Development,HADIR,AKTIF,5,3,4,5
4782,673,Maressa,Sales,TIDAK HADIR,RESIGN,0,0,3,5
4783,674,Glen,Research & Development,TIDAK HADIR,RESIGN,0,0,3,5
4784,675,Britney,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4785,676,Polly,Sales,TIDAK HADIR,RESIGN,0,0,3,5
4786,677,Doreen,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
4787,678,Carlotta,Research & Development,HADIR,AKTIF,3,2,1,5
4788,679,Angelika,Research & Development,HADIR,AKTIF,2,2,5,5
4789,680,Gorden,Sales,HADIR,AKTIF,4,5,4,5
4790,681,Mark,Research & Development,HADIR,AKTIF,4,4,2,5
4791,682,Thurston,Research & Development,HADIR,AKTIF,4,4,2,5
4792,683,Kristofer,Research & Development,HADIR,AKTIF,2,3,3,5
4793,684,Belva,Sales,HADIR,AKTIF,5,4,3,5
4794,685,Andra,Sales,HADIR,AKTIF,5,4,4,5
4795,686,Catharina,Sales,HADIR,AKTIF,3,5,4,5
4796,687,Ambrosi,Research & Development,TIDAK HADIR,AKTIF,5,2,5,5
4797,688,Tersina,Research & Development,HADIR,AKTIF,1,2,3,5
4798,689,Rockey,Sales,HADIR,AKTIF,5,2,2,5
4799,690,Noach,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4800,691,Garik,Research & Development,HADIR,AKTIF,2,5,2,5
4801,692,Estrella,Research & Development,HADIR,AKTIF,1,5,3,5
4802,693,Babb,Research & Development,HADIR,AKTIF,4,3,4,5
4803,694,Alberik,Sales,HADIR,AKTIF,4,5,5,5
4804,695,Mallory,Research & Development,HADIR,AKTIF,5,2,3,5
4805,696,Adolphus,Sales,HADIR,AKTIF,5,3,2,5
4806,697,Pinchas,Research & Development,HADIR,AKTIF,5,2,4,5
4807,698,Giulietta,Sales,HADIR,AKTIF,5,2,5,5
4808,699,Dalston,Sales,HADIR,AKTIF,1,4,3,5
4809,700,Emelyne,Research & Development,HADIR,AKTIF,2,4,4,5
4810,701,Veronike,Research & Development,HADIR,AKTIF,4,3,4,5
4811,702,Danette,Sales,TIDAK HADIR,AKTIF,5,5,4,5
4812,703,Jone,Sales,HADIR,AKTIF,2,5,5,5
4813,704,Rozanna,Sales,HADIR,AKTIF,4,4,1,5
4814,705,Tibold,Sales,HADIR,AKTIF,1,3,5,5
4815,706,Raf,Sales,HADIR,AKTIF,4,2,2,5
4816,707,Edie,Sales,TIDAK HADIR,RESIGN,0,0,2,5
4817,708,Bryant,Research & Development,TIDAK HADIR,RESIGN,0,0,1,5
4818,709,Marylou,Sales,TIDAK HADIR,RESIGN,0,0,2,5
4819,710,Seth,Research & Development,HADIR,AKTIF,5,5,2,5
4820,711,Niels,Sales,HADIR,AKTIF,4,2,4,5
4821,712,Ilka,Research & Development,HADIR,AKTIF,3,1,5,5
4822,713,Gale,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
4823,714,Ward,Research & Development,HADIR,AKTIF,4,1,3,5
4824,715,Nikola,Research & Development,HADIR,AKTIF,3,1,2,5
4825,716,Berenice,Research & Development,TIDAK HADIR,RESIGN,0,0,4,5
4826,717,Kip,Research & Development,TIDAK HADIR,RESIGN,0,0,4,5
4827,718,Byram,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4828,719,Giselle,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
4829,720,Zebedee,Sales,TIDAK HADIR,RESIGN,0,0,5,5
4830,721,Izak,Research & Development,TIDAK HADIR,RESIGN,0,0,3,5
4831,722,Caz,Research & Development,HADIR,AKTIF,4,4,1,5
4832,723,Clemens,Research & Development,HADIR,AKTIF,1,4,2,5
4833,724,Haskell,Research & Development,HADIR,AKTIF,3,2,5,5
4834,725,Earl,Research & Development,TIDAK HADIR,RESIGN,0,0,4,5
4835,726,Jedd,Research & Development,HADIR,AKTIF,2,1,3,5
4836,727,Demetria,Research & Development,HADIR,AKTIF,3,4,2,5
4837,728,Rebbecca,Research & Development,HADIR,AKTIF,3,2,5,5
4838,729,Sully,Research & Development,TIDAK HADIR,AKTIF,2,2,5,5
4839,730,Gretel,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4840,731,Keely,Research & Development,HADIR,AKTIF,5,5,5,5
4841,732,Karel,Research & Development,HADIR,AKTIF,3,3,5,5
4842,733,Armin,Research & Development,HADIR,AKTIF,3,5,4,5
4843,734,Jennifer,Research & Development,HADIR,AKTIF,5,2,2,5
4844,735,Katalin,Research & Development,HADIR,AKTIF,3,3,2,5
4845,736,Fee,Research & Development,HADIR,AKTIF,4,1,2,5
4846,737,Valry,Research & Development,HADIR,AKTIF,2,4,5,5
4847,738,Fletcher,Research & Development,HADIR,AKTIF,5,2,4,5
4848,739,Gwennie,Research & Development,HADIR,AKTIF,4,2,3,5
4849,740,Nigel,Research & Development,TIDAK HADIR,RESIGN,0,0,4,5
4850,741,Hadleigh,Research & Development,HADIR,AKTIF,3,3,5,5
4851,742,Bonita,Sales,HADIR,AKTIF,5,4,5,5
4852,743,Linda,Research & Development,TIDAK HADIR,AKTIF,2,3,2,5
4853,744,Aubree,Research & Development,HADIR,AKTIF,2,2,5,5
4854,745,Carr,Research & Development,TIDAK HADIR,AKTIF,3,1,2,5
4855,746,Agretha,Research & Development,HADIR,AKTIF,1,2,2,5
4856,747,Eal,Research & Development,HADIR,AKTIF,1,4,4,5
4857,748,Jewelle,Sales,HADIR,AKTIF,4,3,5,5
4858,749,Sephira,Sales,HADIR,AKTIF,2,2,3,5
4859,750,Athena,Sales,TIDAK HADIR,RESIGN,0,0,2,5
4860,751,Barry,Sales,HADIR,AKTIF,5,2,2,5
4861,752,Tara,Sales,HADIR,AKTIF,1,1,5,5
4862,753,Corinna,Research & Development,HADIR,AKTIF,2,3,5,5
4863,754,Cathee,Research & Development,HADIR,AKTIF,3,1,4,5
4864,755,Sanderson,Sales,TIDAK HADIR,RESIGN,0,0,2,5
4865,756,Katy,Sales,HADIR,AKTIF,2,5,4,5
4866,757,Kary,Research & Development,HADIR,AKTIF,1,3,2,5
4867,758,Pattie,Sales,HADIR,AKTIF,3,1,5,5
4868,759,Carlin,Sales,HADIR,AKTIF,4,2,2,5
4869,760,Jacquetta,Human Resources,HADIR,AKTIF,2,4,1,5
4870,761,Harlene,Sales,HADIR,AKTIF,4,4,3,5
4871,762,Gae,Research & Development,HADIR,AKTIF,2,5,1,5
4872,763,Shelli,Research & Development,HADIR,AKTIF,3,1,5,5
4873,764,Chane,Sales,HADIR,AKTIF,1,5,5,5
4874,765,Hedda,Sales,HADIR,AKTIF,5,1,4,5
4875,766,Dorthea,Research & Development,HADIR,AKTIF,5,5,3,5
4876,767,Cleo,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
4877,768,Hyacinthia,Research & Development,HADIR,AKTIF,4,3,5,5
4878,769,Renault,Sales,HADIR,AKTIF,3,5,2,5
4879,770,Jonathon,Research & Development,HADIR,AKTIF,3,3,5,5
4880,771,Laurella,Research & Development,HADIR,AKTIF,3,3,3,5
4881,772,Brose,Sales,HADIR,AKTIF,5,4,3,5
4882,773,Jinny,Research & Development,TIDAK HADIR,AKTIF,4,1,2,5
4883,774,Jared,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4884,775,Phillipe,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4885,776,Natalina,Sales,HADIR,AKTIF,1,3,2,5
4886,777,Camella,Sales,HADIR,AKTIF,5,3,2,5
4887,778,Rhody,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
4888,779,Eric,Research & Development,HADIR,AKTIF,2,2,5,5
4889,780,Evey,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
4890,781,Jillana,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4891,782,Glenna,Research & Development,HADIR,AKTIF,1,1,5,5
4892,783,Lolly,Research & Development,HADIR,AKTIF,3,1,5,5
4893,784,Davis,Research & Development,HADIR,AKTIF,3,4,2,5
4894,785,Karoly,Research & Development,HADIR,AKTIF,4,1,4,5
4895,786,Lurline,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
4896,787,Elvina,Research & Development,HADIR,AKTIF,4,3,4,5
4897,788,Cloe,Research & Development,HADIR,AKTIF,2,5,4,5
4898,789,Elysee,Research & Development,HADIR,AKTIF,5,3,1,5
4899,790,Hermy,Human Resources,HADIR,AKTIF,1,2,2,5
4900,791,Ceil,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4901,792,Hilda,Sales,HADIR,AKTIF,3,3,5,5
4902,793,Anthe,Research & Development,HADIR,AKTIF,2,3,1,5
4903,794,Philbert,Research & Development,HADIR,AKTIF,4,2,4,5
4904,795,Jone,Research & Development,HADIR,AKTIF,3,4,4,5
4905,796,Claudio,Sales,TIDAK HADIR,RESIGN,0,0,5,5
4906,797,Scarlett,Research & Development,HADIR,AKTIF,1,1,4,5
4907,798,Ezmeralda,Research & Development,HADIR,AKTIF,1,1,2,5
4908,799,Pennie,Research & Development,HADIR,AKTIF,2,1,2,5
4909,800,Bria,Research & Development,HADIR,AKTIF,1,2,2,5
4910,801,Gardner,Research & Development,HADIR,AKTIF,2,3,3,5
4911,802,Doroteya,Sales,HADIR,AKTIF,3,1,5,5
4912,803,Luigi,Sales,TIDAK HADIR,RESIGN,0,0,5,5
4913,804,Carolynn,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4914,805,Brandy,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
4915,806,Corrie,Sales,TIDAK HADIR,RESIGN,0,0,5,5
4916,807,Oates,Research & Development,HADIR,AKTIF,4,3,2,5
4917,808,Demetra,Sales,TIDAK HADIR,RESIGN,0,0,4,5
4918,809,Micky,Research & Development,HADIR,AKTIF,2,4,2,5
4919,810,Blanche,Research & Development,TIDAK HADIR,RESIGN,0,0,3,5
4920,811,Lauri,Sales,HADIR,AKTIF,1,1,4,5
4921,812,Shelli,Sales,HADIR,AKTIF,1,3,4,5
4922,813,Carrissa,Research & Development,HADIR,AKTIF,3,1,2,5
4923,814,Bibby,Research & Development,HADIR,AKTIF,2,2,5,5
4924,815,Ryun,Research & Development,HADIR,AKTIF,2,5,2,5
4925,816,Helaine,Research & Development,HADIR,AKTIF,5,1,4,5
4926,817,Arny,Research & Development,TIDAK HADIR,AKTIF,4,3,5,5
4927,818,Dinny,Research & Development,HADIR,AKTIF,2,3,2,5
4928,819,Annecorinne,Sales,TIDAK HADIR,AKTIF,3,1,4,5
4929,820,Marilin,Research & Development,HADIR,AKTIF,4,5,2,5
4930,821,Ogdan,Sales,HADIR,AKTIF,4,1,5,5
4931,822,Lurleen,Sales,HADIR,AKTIF,3,3,2,5
4932,823,Glennie,Research & Development,TIDAK HADIR,AKTIF,3,5,4,5
4933,824,Maurie,Research & Development,HADIR,AKTIF,2,1,2,5
4934,825,Gilbert,Research & Development,HADIR,AKTIF,2,5,2,5
4935,826,Roberta,Research & Development,HADIR,AKTIF,1,5,2,5
4936,827,Eirena,Human Resources,HADIR,AKTIF,4,3,4,5
4937,828,Nathanial,Research & Development,HADIR,AKTIF,2,5,2,5
4938,829,Mandi,Research & Development,TIDAK HADIR,AKTIF,5,5,5,5
4939,830,Salli,Sales,HADIR,AKTIF,1,3,4,5
4940,831,Clarine,Research & Development,HADIR,AKTIF,3,5,3,5
4941,832,Alix,Research & Development,HADIR,AKTIF,3,1,3,5
4942,833,Giraud,Research & Development,HADIR,AKTIF,4,1,5,5
4943,834,Grier,Research & Development,HADIR,AKTIF,1,5,2,5
4944,835,Kelsey,Sales,HADIR,AKTIF,1,4,3,5
4945,836,Irwin,Human Resources,HADIR,AKTIF,1,3,2,5
4946,837,Egon,Sales,TIDAK HADIR,RESIGN,0,0,2,5
4947,838,Hieronymus,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4948,839,Lilith,Sales,TIDAK HADIR,RESIGN,0,0,1,5
4949,840,Hilliard,Sales,TIDAK HADIR,RESIGN,0,0,5,5
4950,841,Bettina,Research & Development,HADIR,AKTIF,4,3,4,5
4951,842,Essie,Research & Development,HADIR,AKTIF,1,3,2,5
4952,843,Cyndy,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4953,844,Melva,Research & Development,HADIR,AKTIF,3,2,2,5
4954,845,Auberta,Sales,HADIR,AKTIF,1,2,4,5
4955,846,Keriann,Research & Development,HADIR,AKTIF,1,2,2,5
4956,847,Dante,Research & Development,HADIR,AKTIF,2,2,3,5
4957,848,Hillard,Research & Development,HADIR,AKTIF,2,4,4,5
4958,849,Annelise,Research & Development,HADIR,AKTIF,2,5,2,5
4959,850,Trula,Sales,HADIR,AKTIF,1,4,4,5
4960,851,Mina,Sales,HADIR,AKTIF,2,3,2,5
4961,852,Noach,Research & Development,TIDAK HADIR,RESIGN,0,0,4,5
4962,853,Brockie,Research & Development,HADIR,AKTIF,2,2,4,5
4963,854,Walt,Research & Development,HADIR,AKTIF,1,3,5,5
4964,855,Clerkclaude,Research & Development,HADIR,AKTIF,1,1,4,5
4965,856,Alix,Research & Development,HADIR,AKTIF,3,4,3,5
4966,857,Gaspard,Research & Development,HADIR,AKTIF,4,4,2,5
4967,858,Catharina,Research & Development,HADIR,AKTIF,5,3,3,5
4968,859,Lee,Research & Development,HADIR,AKTIF,3,4,4,5
4969,860,Cora,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
4970,861,Maisey,Research & Development,HADIR,AKTIF,4,1,5,5
4971,862,Mayor,Sales,HADIR,AKTIF,3,1,5,5
4972,863,Estrella,Research & Development,HADIR,AKTIF,4,1,4,5
4973,864,Jasmina,Human Resources,HADIR,AKTIF,5,1,4,5
4974,865,Leone,Research & Development,HADIR,AKTIF,4,3,4,5
4975,866,Ignaz,Sales,HADIR,AKTIF,4,4,4,5
4976,867,Kimbell,Sales,HADIR,AKTIF,2,4,2,5
4977,868,Mahala,Research & Development,HADIR,AKTIF,3,1,1,5
4978,869,Drud,Research & Development,HADIR,AKTIF,3,4,2,5
4979,870,Danica,Research & Development,HADIR,AKTIF,5,5,3,5
4980,871,Sal,Sales,HADIR,AKTIF,5,4,2,5
4981,872,Marietta,Research & Development,HADIR,AKTIF,3,3,2,5
4982,873,Doralynne,Sales,HADIR,AKTIF,1,3,2,5
4983,874,Zondra,Research & Development,HADIR,AKTIF,3,3,1,5
4984,875,Yovonnda,Research & Development,HADIR,AKTIF,4,3,2,5
4985,876,Flore,Research & Development,HADIR,AKTIF,4,5,4,5
4986,877,Aviva,Sales,HADIR,AKTIF,1,1,2,5
4987,878,Nicky,Research & Development,TIDAK HADIR,AKTIF,3,1,4,5
4988,879,Vina,Human Resources,TIDAK HADIR,RESIGN,0,0,4,5
4989,880,Carolin,Sales,TIDAK HADIR,RESIGN,0,0,5,5
4990,881,Townsend,Research & Development,TIDAK HADIR,RESIGN,0,0,4,5
4991,882,Cy,Research & Development,TIDAK HADIR,RESIGN,0,0,3,5
4992,883,Ramon,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
4993,884,Thurston,Research & Development,HADIR,AKTIF,2,5,2,5
4994,885,Bertie,Sales,HADIR,AKTIF,3,3,4,5
4995,886,Ronnica,Sales,HADIR,AKTIF,1,3,3,5
4996,887,Tiertza,Research & Development,HADIR,AKTIF,1,4,4,5
4997,888,Bendicty,Research & Development,HADIR,AKTIF,3,3,5,5
4998,889,Karee,Sales,TIDAK HADIR,RESIGN,0,0,3,5
4999,890,Korry,Research & Development,HADIR,AKTIF,2,3,3,5
5000,891,Kristien,Research & Development,HADIR,AKTIF,3,2,4,5
5001,892,Fulvia,Research & Development,HADIR,AKTIF,1,5,5,5
5002,893,Garnette,Research & Development,HADIR,AKTIF,3,2,4,5
5003,894,Brod,Research & Development,HADIR,AKTIF,5,2,2,5
5004,895,Leroy,Research & Development,HADIR,AKTIF,4,2,4,5
5005,896,Banky,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
5006,897,Darcie,Research & Development,HADIR,AKTIF,5,1,5,5
5007,898,Orsa,Sales,HADIR,AKTIF,4,2,4,5
5008,899,Carlie,Research & Development,HADIR,AKTIF,1,3,3,5
5009,900,Yorker,Research & Development,HADIR,AKTIF,1,2,2,5
5010,901,Cordi,Research & Development,HADIR,AKTIF,5,4,5,5
5011,902,Pierrette,Research & Development,HADIR,AKTIF,4,1,2,5
5012,903,Stanislaus,Research & Development,HADIR,AKTIF,5,3,5,5
5013,904,Goldarina,Research & Development,HADIR,AKTIF,3,4,2,5
5014,905,Ninnetta,Research & Development,HADIR,AKTIF,1,1,2,5
5015,906,Leif,Research & Development,HADIR,AKTIF,2,3,2,5
5016,907,Paten,Research & Development,HADIR,AKTIF,3,1,2,5
5017,908,Rey,Sales,HADIR,AKTIF,3,5,3,5
5018,909,Katha,Sales,HADIR,AKTIF,2,1,1,5
5019,910,Trace,Research & Development,HADIR,AKTIF,3,2,4,5
5020,911,Manon,Research & Development,HADIR,AKTIF,1,3,4,5
5021,912,Prisca,Sales,HADIR,AKTIF,2,4,5,5
5022,913,Claudianus,Research & Development,HADIR,AKTIF,5,4,1,5
5023,914,Gardy,Sales,TIDAK HADIR,AKTIF,5,4,4,5
5024,915,Maurits,Research & Development,HADIR,AKTIF,5,1,2,5
5025,916,Gabe,Research & Development,HADIR,AKTIF,1,4,2,5
5026,917,Binky,Sales,HADIR,AKTIF,2,4,3,5
5027,918,Sunny,Sales,TIDAK HADIR,RESIGN,0,0,1,5
5028,919,Dell,Sales,HADIR,AKTIF,1,3,3,5
5029,920,Elvin,Research & Development,HADIR,AKTIF,1,2,3,5
5030,921,Kippie,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
5031,922,Romy,Research & Development,TIDAK HADIR,RESIGN,0,0,1,5
5032,923,Andromache,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
5033,924,Beryle,Human Resources,HADIR,AKTIF,1,4,1,5
5034,925,Terrijo,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
5035,926,Clarance,Research & Development,TIDAK HADIR,RESIGN,0,0,3,5
5036,927,Kore,Sales,TIDAK HADIR,RESIGN,0,0,4,5
5037,928,Laurens,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
5038,929,Samantha,Research & Development,TIDAK HADIR,RESIGN,0,0,4,5
5039,930,Lura,Research & Development,HADIR,AKTIF,5,4,3,5
5040,931,Gardie,Research & Development,HADIR,AKTIF,4,2,5,5
5041,932,Nicolis,Research & Development,TIDAK HADIR,AKTIF,1,5,3,5
5042,933,Therese,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
5043,934,Konstance,Research & Development,HADIR,AKTIF,4,5,2,5
5044,935,Kellina,Research & Development,HADIR,AKTIF,5,5,2,5
5045,936,Aviva,Sales,HADIR,AKTIF,5,4,2,5
5046,937,Antonio,Research & Development,HADIR,AKTIF,2,3,5,5
5047,938,Hendrick,Research & Development,HADIR,AKTIF,5,2,4,5
5048,939,Zane,Research & Development,HADIR,AKTIF,2,3,2,5
5049,940,Dur,Research & Development,HADIR,AKTIF,2,4,3,5
5050,941,Jessie,Research & Development,HADIR,AKTIF,4,5,5,5
5051,942,Paulita,Research & Development,HADIR,AKTIF,1,2,4,5
5052,943,Patricio,Research & Development,TIDAK HADIR,AKTIF,5,4,3,5
5053,944,Nelie,Human Resources,TIDAK HADIR,RESIGN,0,0,4,5
5054,945,Cherilynn,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
5055,946,Cull,Research & Development,HADIR,AKTIF,4,5,2,5
5056,947,Pat,Sales,HADIR,AKTIF,5,4,4,5
5057,948,Sean,Sales,TIDAK HADIR,AKTIF,2,2,2,5
5058,949,Kelci,Research & Development,HADIR,AKTIF,5,4,2,5
5059,950,Patience,Research & Development,HADIR,AKTIF,5,4,2,5
5060,951,Sibylla,Sales,TIDAK HADIR,RESIGN,0,0,1,5
5061,952,Rowena,Sales,HADIR,AKTIF,4,3,2,5
5062,953,Marcellina,Sales,TIDAK HADIR,RESIGN,0,0,5,5
5063,954,Bernice,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
5064,955,Ronalda,Research & Development,TIDAK HADIR,RESIGN,0,0,3,5
5065,956,Sylvia,Research & Development,HADIR,AKTIF,4,3,1,5
5066,957,Elvera,Human Resources,HADIR,AKTIF,3,4,4,5
5067,958,Ewan,Research & Development,HADIR,AKTIF,5,2,2,5
5068,959,Adriaens,Research & Development,HADIR,AKTIF,5,1,2,5
5069,960,Daniela,Research & Development,HADIR,AKTIF,2,5,2,5
5070,961,Francesca,Sales,HADIR,AKTIF,2,3,5,5
5071,962,Frankie,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
5072,963,Durward,Human Resources,TIDAK HADIR,RESIGN,0,0,2,5
5073,964,Ephraim,Sales,TIDAK HADIR,RESIGN,0,0,3,5
5074,965,Yelena,Sales,HADIR,AKTIF,5,4,2,5
5075,966,Shelley,Research & Development,HADIR,AKTIF,1,5,2,5
5076,967,Candide,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
5077,968,Kirstyn,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
5078,969,Tirrell,Sales,TIDAK HADIR,RESIGN,0,0,5,5
5079,970,Jody,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
5080,971,Moyra,Sales,TIDAK HADIR,RESIGN,0,0,5,5
5081,972,Colly,Research & Development,HADIR,AKTIF,2,5,3,5
5082,973,Portie,Research & Development,HADIR,AKTIF,5,3,5,5
5083,974,Gustavus,Research & Development,HADIR,AKTIF,3,3,5,5
5084,975,Davie,Sales,HADIR,AKTIF,4,5,2,5
5085,976,Belinda,Sales,TIDAK HADIR,AKTIF,3,3,5,5
5086,977,Elisabet,Research & Development,HADIR,AKTIF,2,4,3,5
5087,978,Joby,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
5088,979,Seumas,Research & Development,HADIR,AKTIF,4,1,2,5
5089,980,Roi,Research & Development,HADIR,AKTIF,3,4,3,5
5090,981,Waylin,Sales,TIDAK HADIR,RESIGN,0,0,3,5
5091,982,Jermaine,Sales,TIDAK HADIR,RESIGN,0,0,5,5
5092,983,Goldy,Research & Development,TIDAK HADIR,RESIGN,0,0,2,5
5093,984,Lanie,Research & Development,HADIR,AKTIF,3,1,2,5
5094,985,Octavius,Sales,HADIR,AKTIF,1,1,4,5
5095,986,Lombard,Research & Development,HADIR,AKTIF,1,4,5,5
5096,987,Janette,Sales,HADIR,AKTIF,2,3,2,5
5097,988,Loralyn,Sales,HADIR,AKTIF,3,2,5,5
5098,989,Cammy,Research & Development,TIDAK HADIR,RESIGN,0,0,4,5
5099,990,Rahal,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
5100,991,Pattin,Sales,TIDAK HADIR,RESIGN,0,0,4,5
5101,992,Minna,Sales,TIDAK HADIR,RESIGN,0,0,3,5
5102,993,Cathy,Research & Development,HADIR,AKTIF,1,4,4,5
5103,994,Korrie,Sales,HADIR,AKTIF,5,5,4,5
5104,995,Cassey,Research & Development,HADIR,AKTIF,2,5,2,5
5105,996,Teodoro,Research & Development,HADIR,AKTIF,2,2,3,5
5106,997,Dayna,Sales,TIDAK HADIR,RESIGN,0,0,3,5
5107,998,Brigham,Research & Development,HADIR,AKTIF,5,4,4,5
5108,999,Saba,Research & Development,HADIR,AKTIF,4,4,5,5
5109,1000,Vinni,Human Resources,HADIR,AKTIF,1,1,1,5
5110,1001,Aprilis,Sales,TIDAK HADIR,RESIGN,0,0,5,5
5111,1002,Tri,Human Resources,TIDAK HADIR,RESIGN,0,0,2,5
5112,1003,Tanti,Research & Development,TIDAK HADIR,RESIGN,0,0,5,5
5113,1004,Khofifah,Research & Development,HADIR,AKTIF,1,1,3,5
5114,1005,Handari,Sales,HADIR,AKTIF,3,4,3,5
